team,date,competition,opponent,venue,result,gf,ga,is_friendly
Saudi Arabia,2022-09-27,Friendly,United States,neutral,D,0,0,True
Scotland,2022-09-27,UEFA Nations League,Ukraine,neutral,D,0,0,False
Senegal,2022-09-27,Friendly,Iran,neutral,D,1,1,True
Serbia,2022-09-27,UEFA Nations League,Norway,away,W,2,0,False
Sierra Leone,2022-09-27,Friendly,DR Congo,neutral,L,0,3,True
Slovenia,2022-09-27,UEFA Nations League,Sweden,away,D,1,1,False
South Africa,2022-09-27,Friendly,Botswana,home,W,1,0,True
South Korea,2022-09-27,Friendly,Cameroon,home,W,1,0,True
Spain,2022-09-27,UEFA Nations League,Portugal,away,W,1,0,False
Sweden,2022-09-27,UEFA Nations League,Slovenia,home,D,1,1,False
Switzerland,2022-09-27,UEFA Nations League,Czechia,home,W,2,1,False
Tunisia,2022-09-27,Friendly,Brazil,neutral,L,1,5,True
Ukraine,2022-09-27,UEFA Nations League,Scotland,neutral,D,0,0,False
United States,2022-09-27,Friendly,Saudi Arabia,neutral,D,0,0,True
Uruguay,2022-09-27,Friendly,Canada,neutral,W,2,0,True
Uzbekistan,2022-09-27,Friendly,Costa Rica,neutral,L,1,2,True
North Macedonia,2022-10-22,Friendly,Saudi Arabia,neutral,L,0,1,True
Saudi Arabia,2022-10-22,Friendly,North Macedonia,neutral,W,1,0,True
Guatemala,2022-10-23,Friendly,Qatar,neutral,L,0,2,True
Qatar,2022-10-23,Friendly,Guatemala,neutral,W,2,0,True
Albania,2022-10-26,Friendly,Saudi Arabia,neutral,D,1,1,True
Saudi Arabia,2022-10-26,Friendly,Albania,neutral,D,1,1,True
Honduras,2022-10-27,Friendly,Qatar,neutral,L,0,1,True
Qatar,2022-10-27,Friendly,Honduras,neutral,W,1,0,True
Honduras,2022-10-30,Friendly,Saudi Arabia,neutral,D,0,0,True
Saudi Arabia,2022-10-30,Friendly,Honduras,neutral,D,0,0,True
Iceland,2022-11-06,Friendly,Saudi Arabia,neutral,L,0,1,True
Saudi Arabia,2022-11-06,Friendly,Iceland,neutral,W,1,0,True
Panama,2022-11-07,Friendly,Qatar,neutral,L,1,2,True
Qatar,2022-11-07,Friendly,Panama,neutral,W,2,1,True
Albania,2022-11-09,Friendly,Qatar,neutral,L,0,1,True
Iraq,2022-11-09,Friendly,Mexico,neutral,L,0,4,True
Mexico,2022-11-09,Friendly,Iraq,neutral,W,4,0,True
Qatar,2022-11-09,Friendly,Albania,neutral,W,1,0,True
Iran,2022-11-10,Friendly,Nicaragua,home,W,1,0,True
Nicaragua,2022-11-10,Friendly,Iran,away,L,0,1,True
Panama,2022-11-10,Friendly,Saudi Arabia,neutral,D,1,1,True
Saudi Arabia,2022-11-10,Friendly,Panama,neutral,D,1,1,True
Bahrain,2022-11-11,Friendly,Canada,home,D,2,2,True
Canada,2022-11-11,Friendly,Bahrain,away,D,2,2,True
Iceland,2022-11-11,Friendly,South Korea,away,L,0,1,True
South Korea,2022-11-11,Friendly,Iceland,home,W,1,0,True
Ecuador,2022-11-12,Friendly,Iraq,neutral,D,0,0,True
Iraq,2022-11-12,Friendly,Ecuador,neutral,D,0,0,True
Algeria,2022-11-13,Friendly,Syria,neutral,W,1,0,True
Syria,2022-11-13,Friendly,Algeria,neutral,L,0,1,True
Panama,2022-11-15,Friendly,Venezuela,neutral,D,2,2,True
Venezuela,2022-11-15,Friendly,Panama,neutral,D,2,2,True
Algeria,2022-11-16,Friendly,Mali,home,D,1,1,True
Andorra,2022-11-16,Friendly,Austria,neutral,L,0,1,True
Argentina,2022-11-16,Friendly,United Arab Emirates,away,W,5,0,True
Austria,2022-11-16,Friendly,Andorra,neutral,W,1,0,True
Burundi,2022-11-16,Friendly,Ivory Coast,neutral,L,0,4,True
Croatia,2022-11-16,Friendly,Saudi Arabia,away,W,1,0,True
Czechia,2022-11-16,Friendly,Faroe Islands,home,W,5,0,True
Faroe Islands,2022-11-16,Friendly,Czechia,away,L,0,5,True
Germany,2022-11-16,Friendly,Oman,away,W,1,0,True
Iran,2022-11-16,Friendly,Tunisia,neutral,L,0,2,True
Ivory Coast,2022-11-16,Friendly,Burundi,neutral,W,4,0,True
Kazakhstan,2022-11-16,Friendly,Uzbekistan,away,L,0,2,True
Mali,2022-11-16,Friendly,Algeria,away,D,1,1,True
Mexico,2022-11-16,Friendly,Sweden,neutral,L,1,2,True
Oman,2022-11-16,Friendly,Germany,home,L,0,1,True
Paraguay,2022-11-16,Friendly,Peru,away,L,0,1,True
Peru,2022-11-16,Friendly,Paraguay,home,W,1,0,True
Saudi Arabia,2022-11-16,Friendly,Croatia,home,L,0,1,True
Scotland,2022-11-16,Friendly,Turkey,away,L,1,2,True
Sweden,2022-11-16,Friendly,Mexico,neutral,W,2,1,True
Tunisia,2022-11-16,Friendly,Iran,neutral,W,2,0,True
Turkey,2022-11-16,Friendly,Scotland,home,W,2,1,True
United Arab Emirates,2022-11-16,Friendly,Argentina,home,L,0,5,True
Uzbekistan,2022-11-16,Friendly,Kazakhstan,home,W,2,0,True
Canada,2022-11-17,Friendly,Japan,neutral,W,2,1,True
Georgia,2022-11-17,Friendly,Morocco,neutral,L,0,3,True
Ghana,2022-11-17,Friendly,Switzerland,neutral,W,2,0,True
Ireland,2022-11-17,Friendly,Norway,home,L,1,2,True
Japan,2022-11-17,Friendly,Canada,neutral,L,1,2,True
Jordan,2022-11-17,Friendly,Spain,home,L,1,3,True
Morocco,2022-11-17,Friendly,Georgia,neutral,W,3,0,True
Mozambique,2022-11-17,Friendly,South Africa,away,L,1,2,True
Nigeria,2022-11-17,Friendly,Portugal,away,L,0,4,True
Norway,2022-11-17,Friendly,Ireland,away,W,2,1,True
Portugal,2022-11-17,Friendly,Nigeria,home,W,4,0,True
South Africa,2022-11-17,Friendly,Mozambique,home,W,2,1,True
Spain,2022-11-17,Friendly,Jordan,away,W,3,1,True
Switzerland,2022-11-17,Friendly,Ghana,neutral,L,0,2,True
Belgium,2022-11-18,Friendly,Egypt,neutral,L,1,2,True
Cameroon,2022-11-18,Friendly,Panama,neutral,D,1,1,True
Egypt,2022-11-18,Friendly,Belgium,neutral,W,2,1,True
Panama,2022-11-18,Friendly,Cameroon,neutral,D,1,1,True
Algeria,2022-11-19,Friendly,Sweden,away,L,0,2,True
Burkina Faso,2022-11-19,Friendly,Ivory Coast,neutral,W,2,1,True
Colombia,2022-11-19,Friendly,Paraguay,neutral,W,2,0,True
Czechia,2022-11-19,Friendly,Turkey,away,L,1,2,True
Ivory Coast,2022-11-19,Friendly,Burkina Faso,neutral,L,1,2,True
Paraguay,2022-11-19,Friendly,Colombia,neutral,L,0,2,True
Sweden,2022-11-19,Friendly,Algeria,home,W,2,0,True
Turkey,2022-11-19,Friendly,Czechia,home,W,2,1,True
Angola,2022-11-20,Friendly,South Africa,away,D,1,1,True
Austria,2022-11-20,Friendly,Italy,home,W,2,0,True
Ecuador,2022-11-20,FIFA World Cup,Qatar,away,W,2,0,False
Finland,2022-11-20,Friendly,Norway,away,D,1,1,True
Italy,2022-11-20,Friendly,Austria,away,L,0,2,True
Norway,2022-11-20,Friendly,Finland,home,D,1,1,True
Qatar,2022-11-20,FIFA World Cup,Ecuador,home,L,0,2,False
Russia,2022-11-20,Friendly,Uzbekistan,away,D,0,0,True
South Africa,2022-11-20,Friendly,Angola,home,D,1,1,True
Uzbekistan,2022-11-20,Friendly,Russia,home,D,0,0,True
England,2022-11-21,FIFA World Cup,Iran,neutral,W,6,2,False
Iran,2022-11-21,FIFA World Cup,England,neutral,L,2,6,False
Netherlands,2022-11-21,FIFA World Cup,Senegal,neutral,W,2,0,False
Senegal,2022-11-21,FIFA World Cup,Netherlands,neutral,L,0,2,False
United States,2022-11-21,FIFA World Cup,Wales,neutral,D,1,1,False
Wales,2022-11-21,FIFA World Cup,United States,neutral,D,1,1,False
Argentina,2022-11-22,FIFA World Cup,Saudi Arabia,neutral,L,1,2,False
Australia,2022-11-22,FIFA World Cup,France,neutral,L,1,4,False
Denmark,2022-11-22,FIFA World Cup,Tunisia,neutral,D,0,0,False
France,2022-11-22,FIFA World Cup,Australia,neutral,W,4,1,False
Mexico,2022-11-22,FIFA World Cup,Poland,neutral,D,0,0,False
Poland,2022-11-22,FIFA World Cup,Mexico,neutral,D,0,0,False
Saudi Arabia,2022-11-22,FIFA World Cup,Argentina,neutral,W,2,1,False
Tunisia,2022-11-22,FIFA World Cup,Denmark,neutral,D,0,0,False
Belgium,2022-11-23,FIFA World Cup,Canada,neutral,W,1,0,False
Canada,2022-11-23,FIFA World Cup,Belgium,neutral,L,0,1,False
Costa Rica,2022-11-23,FIFA World Cup,Spain,neutral,L,0,7,False
Croatia,2022-11-23,FIFA World Cup,Morocco,neutral,D,0,0,False
Germany,2022-11-23,FIFA World Cup,Japan,neutral,L,1,2,False
Japan,2022-11-23,FIFA World Cup,Germany,neutral,W,2,1,False
Morocco,2022-11-23,FIFA World Cup,Croatia,neutral,D,0,0,False
Spain,2022-11-23,FIFA World Cup,Costa Rica,neutral,W,7,0,False
Brazil,2022-11-24,FIFA World Cup,Serbia,neutral,W,2,0,False
Cameroon,2022-11-24,FIFA World Cup,Switzerland,neutral,L,0,1,False
Ghana,2022-11-24,FIFA World Cup,Portugal,neutral,L,2,3,False
Portugal,2022-11-24,FIFA World Cup,Ghana,neutral,W,3,2,False
Serbia,2022-11-24,FIFA World Cup,Brazil,neutral,L,0,2,False
South Korea,2022-11-24,FIFA World Cup,Uruguay,neutral,D,0,0,False
Switzerland,2022-11-24,FIFA World Cup,Cameroon,neutral,W,1,0,False
Uruguay,2022-11-24,FIFA World Cup,South Korea,neutral,D,0,0,False
Ecuador,2022-11-25,FIFA World Cup,Netherlands,neutral,D,1,1,False
England,2022-11-25,FIFA World Cup,United States,neutral,D,0,0,False
Iran,2022-11-25,FIFA World Cup,Wales,neutral,W,2,0,False
Netherlands,2022-11-25,FIFA World Cup,Ecuador,neutral,D,1,1,False
Qatar,2022-11-25,FIFA World Cup,Senegal,home,L,1,3,False
Senegal,2022-11-25,FIFA World Cup,Qatar,away,W,3,1,False
United States,2022-11-25,FIFA World Cup,England,neutral,D,0,0,False
Wales,2022-11-25,FIFA World Cup,Iran,neutral,L,0,2,False
Argentina,2022-11-26,FIFA World Cup,Mexico,neutral,W,2,0,False
Australia,2022-11-26,FIFA World Cup,Tunisia,neutral,W,1,0,False
Denmark,2022-11-26,FIFA World Cup,France,neutral,L,1,2,False
France,2022-11-26,FIFA World Cup,Denmark,neutral,W,2,1,False
Mexico,2022-11-26,FIFA World Cup,Argentina,neutral,L,0,2,False
Poland,2022-11-26,FIFA World Cup,Saudi Arabia,neutral,W,2,0,False
Saudi Arabia,2022-11-26,FIFA World Cup,Poland,neutral,L,0,2,False
Tunisia,2022-11-26,FIFA World Cup,Australia,neutral,L,0,1,False
Belgium,2022-11-27,FIFA World Cup,Morocco,neutral,L,0,2,False
Canada,2022-11-27,FIFA World Cup,Croatia,neutral,L,1,4,False
Costa Rica,2022-11-27,FIFA World Cup,Japan,neutral,W,1,0,False
Croatia,2022-11-27,FIFA World Cup,Canada,neutral,W,4,1,False
Germany,2022-11-27,FIFA World Cup,Spain,neutral,D,1,1,False
Japan,2022-11-27,FIFA World Cup,Costa Rica,neutral,L,0,1,False
Morocco,2022-11-27,FIFA World Cup,Belgium,neutral,W,2,0,False
Spain,2022-11-27,FIFA World Cup,Germany,neutral,D,1,1,False
Brazil,2022-11-28,FIFA World Cup,Switzerland,neutral,W,1,0,False
Ghana,2022-11-28,FIFA World Cup,South Korea,neutral,W,3,2,False
Portugal,2022-11-28,FIFA World Cup,Uruguay,neutral,W,2,0,False
South Korea,2022-11-28,FIFA World Cup,Ghana,neutral,L,2,3,False
Switzerland,2022-11-28,FIFA World Cup,Brazil,neutral,L,0,1,False
Uruguay,2022-11-28,FIFA World Cup,Portugal,neutral,L,0,2,False
Ecuador,2022-11-29,FIFA World Cup,Senegal,neutral,L,1,2,False
England,2022-11-29,FIFA World Cup,Wales,neutral,W,3,0,False
Iran,2022-11-29,FIFA World Cup,United States,neutral,L,0,1,False
Netherlands,2022-11-29,FIFA World Cup,Qatar,away,W,2,0,False
Qatar,2022-11-29,FIFA World Cup,Netherlands,home,L,0,2,False
Senegal,2022-11-29,FIFA World Cup,Ecuador,neutral,W,2,1,False
United States,2022-11-29,FIFA World Cup,Iran,neutral,W,1,0,False
Wales,2022-11-29,FIFA World Cup,England,neutral,L,0,3,False
Argentina,2022-11-30,FIFA World Cup,Poland,neutral,W,2,0,False
Australia,2022-11-30,FIFA World Cup,Denmark,neutral,W,1,0,False
Denmark,2022-11-30,FIFA World Cup,Australia,neutral,L,0,1,False
France,2022-11-30,FIFA World Cup,Tunisia,neutral,L,0,1,False
Mexico,2022-11-30,FIFA World Cup,Saudi Arabia,neutral,W,2,1,False
Poland,2022-11-30,FIFA World Cup,Argentina,neutral,L,0,2,False
Saudi Arabia,2022-11-30,FIFA World Cup,Mexico,neutral,L,1,2,False
Tunisia,2022-11-30,FIFA World Cup,France,neutral,W,1,0,False
Belgium,2022-12-01,FIFA World Cup,Croatia,neutral,D,0,0,False
Canada,2022-12-01,FIFA World Cup,Morocco,neutral,L,1,2,False
Costa Rica,2022-12-01,FIFA World Cup,Germany,neutral,L,2,4,False
Croatia,2022-12-01,FIFA World Cup,Belgium,neutral,D,0,0,False
Germany,2022-12-01,FIFA World Cup,Costa Rica,neutral,W,4,2,False
Japan,2022-12-01,FIFA World Cup,Spain,neutral,W,2,1,False
Morocco,2022-12-01,FIFA World Cup,Canada,neutral,W,2,1,False
Spain,2022-12-01,FIFA World Cup,Japan,neutral,L,1,2,False
Brazil,2022-12-02,FIFA World Cup,Cameroon,neutral,L,0,1,False
Cameroon,2022-12-02,FIFA World Cup,Brazil,neutral,W,1,0,False
Ghana,2022-12-02,FIFA World Cup,Uruguay,neutral,L,0,2,False
Portugal,2022-12-02,FIFA World Cup,South Korea,neutral,L,1,2,False
Serbia,2022-12-02,FIFA World Cup,Switzerland,neutral,L,2,3,False
South Korea,2022-12-02,FIFA World Cup,Portugal,neutral,W,2,1,False
Switzerland,2022-12-02,FIFA World Cup,Serbia,neutral,W,3,2,False
Uruguay,2022-12-02,FIFA World Cup,Ghana,neutral,W,2,0,False
Argentina,2022-12-03,FIFA World Cup,Australia,neutral,W,2,1,False
Australia,2022-12-03,FIFA World Cup,Argentina,neutral,L,1,2,False
Netherlands,2022-12-03,FIFA World Cup,United States,neutral,W,3,1,False
United States,2022-12-03,FIFA World Cup,Netherlands,neutral,L,1,3,False
England,2022-12-04,FIFA World Cup,Senegal,neutral,W,3,0,False
France,2022-12-04,FIFA World Cup,Poland,neutral,W,3,1,False
Poland,2022-12-04,FIFA World Cup,France,neutral,L,1,3,False
Senegal,2022-12-04,FIFA World Cup,England,neutral,L,0,3,False
Brazil,2022-12-05,FIFA World Cup,South Korea,neutral,W,4,1,False
Croatia,2022-12-05,FIFA World Cup,Japan,neutral,D,1,1,False
Japan,2022-12-05,FIFA World Cup,Croatia,neutral,D,1,1,False
South Korea,2022-12-05,FIFA World Cup,Brazil,neutral,L,1,4,False
Morocco,2022-12-06,FIFA World Cup,Spain,neutral,D,0,0,False
Portugal,2022-12-06,FIFA World Cup,Switzerland,neutral,W,6,1,False
Spain,2022-12-06,FIFA World Cup,Morocco,neutral,D,0,0,False
Switzerland,2022-12-06,FIFA World Cup,Portugal,neutral,L,1,6,False
Argentina,2022-12-09,FIFA World Cup,Netherlands,neutral,D,2,2,False
Brazil,2022-12-09,FIFA World Cup,Croatia,neutral,D,1,1,False
Croatia,2022-12-09,FIFA World Cup,Brazil,neutral,D,1,1,False
Netherlands,2022-12-09,FIFA World Cup,Argentina,neutral,D,2,2,False
England,2022-12-10,FIFA World Cup,France,neutral,L,1,2,False
France,2022-12-10,FIFA World Cup,England,neutral,W,2,1,False
Morocco,2022-12-10,FIFA World Cup,Portugal,neutral,W,1,0,False
Portugal,2022-12-10,FIFA World Cup,Morocco,neutral,L,0,1,False
Argentina,2022-12-13,FIFA World Cup,Croatia,neutral,W,3,0,False
Croatia,2022-12-13,FIFA World Cup,Argentina,neutral,L,0,3,False
France,2022-12-14,FIFA World Cup,Morocco,neutral,W,2,0,False
Morocco,2022-12-14,FIFA World Cup,France,neutral,L,0,2,False
Croatia,2022-12-17,FIFA World Cup,Morocco,neutral,W,2,1,False
Morocco,2022-12-17,FIFA World Cup,Croatia,neutral,L,1,2,False
Argentina,2022-12-18,FIFA World Cup,France,neutral,D,3,3,False
France,2022-12-18,FIFA World Cup,Argentina,neutral,D,3,3,False
Iraq,2022-12-30,Friendly,Kuwait,home,W,1,0,True
Kuwait,2022-12-30,Friendly,Iraq,away,L,0,1,True
Iraq,2023-01-06,Gulf Cup,Oman,home,D,0,0,False
Oman,2023-01-06,Gulf Cup,Iraq,away,D,0,0,False
Saudi Arabia,2023-01-06,Gulf Cup,Yemen,neutral,W,2,0,False
Yemen,2023-01-06,Gulf Cup,Saudi Arabia,neutral,L,0,2,False
Kuwait,2023-01-07,Gulf Cup,Qatar,neutral,L,0,2,False
Qatar,2023-01-07,Gulf Cup,Kuwait,neutral,W,2,0,False
Finland,2023-01-09,Friendly,Sweden,neutral,L,0,2,True
Iraq,2023-01-09,Gulf Cup,Saudi Arabia,home,W,2,0,False
Saudi Arabia,2023-01-09,Gulf Cup,Iraq,away,L,0,2,False
Sweden,2023-01-09,Friendly,Finland,neutral,W,2,0,True
Bahrain,2023-01-10,Gulf Cup,Qatar,neutral,W,2,1,False
Qatar,2023-01-10,Gulf Cup,Bahrain,neutral,L,1,2,False
Iceland,2023-01-12,Friendly,Sweden,neutral,L,1,2,True
Iraq,2023-01-12,Gulf Cup,Yemen,home,W,5,0,False
Oman,2023-01-12,Gulf Cup,Saudi Arabia,neutral,W,2,1,False
Saudi Arabia,2023-01-12,Gulf Cup,Oman,neutral,L,1,2,False
Sweden,2023-01-12,Friendly,Iceland,neutral,W,2,1,True
Yemen,2023-01-12,Gulf Cup,Iraq,away,L,0,5,False
Qatar,2023-01-13,Gulf Cup,United Arab Emirates,neutral,D,1,1,False
United Arab Emirates,2023-01-13,Gulf Cup,Qatar,neutral,D,1,1,False
Iraq,2023-01-16,Gulf Cup,Qatar,home,W,2,1,False
Qatar,2023-01-16,Gulf Cup,Iraq,away,L,1,2,False
Iraq,2023-01-19,Gulf Cup,Oman,home,W,3,2,False
Oman,2023-01-19,Gulf Cup,Iraq,away,L,2,3,False
Serbia,2023-01-25,Friendly,United States,away,W,2,1,True
United States,2023-01-25,Friendly,Serbia,home,L,1,2,True
Colombia,2023-01-28,Friendly,United States,away,D,0,0,True
United States,2023-01-28,Friendly,Colombia,home,D,0,0,True
Guatemala,2023-03-12,Friendly,Panama,neutral,D,1,1,True
Panama,2023-03-12,Friendly,Guatemala,neutral,D,1,1,True
Algeria,2023-03-23,African Cup of Nations qualification,Niger,home,W,2,1,False
Angola,2023-03-23,African Cup of Nations qualification,Ghana,away,L,0,1,False
Argentina,2023-03-23,Friendly,Panama,home,W,2,0,True
Bosnia and Herzegovina,2023-03-23,UEFA Euro qualification,Iceland,home,W,3,0,False
China PR,2023-03-23,Friendly,New Zealand,away,D,0,0,True
England,2023-03-23,UEFA Euro qualification,Italy,away,W,2,1,False
Ghana,2023-03-23,African Cup of Nations qualification,Angola,home,W,1,0,False
Iceland,2023-03-23,UEFA Euro qualification,Bosnia and Herzegovina,away,L,0,3,False
Iran,2023-03-23,Friendly,Russia,home,D,1,1,True
Italy,2023-03-23,UEFA Euro qualification,England,home,L,1,2,False
Liechtenstein,2023-03-23,UEFA Euro qualification,Portugal,away,L,0,4,False
Mexico,2023-03-23,CONCACAF Nations League,Suriname,away,W,2,0,False
New Zealand,2023-03-23,Friendly,China PR,home,D,0,0,True
Niger,2023-03-23,African Cup of Nations qualification,Algeria,away,L,1,2,False
Panama,2023-03-23,Friendly,Argentina,away,L,0,2,True
Portugal,2023-03-23,UEFA Euro qualification,Liechtenstein,home,W,4,0,False
Russia,2023-03-23,Friendly,Iran,away,D,1,1,True
Suriname,2023-03-23,CONCACAF Nations League,Mexico,home,L,0,2,False
Australia,2023-03-24,Friendly,Ecuador,home,W,3,1,True
Austria,2023-03-24,UEFA Euro qualification,Azerbaijan,home,W,4,1,False
Azerbaijan,2023-03-24,UEFA Euro qualification,Austria,away,L,1,4,False
Belgium,2023-03-24,UEFA Euro qualification,Sweden,away,W,3,0,False
Bolivia,2023-03-24,Friendly,Uzbekistan,neutral,L,0,1,True
Cape Verde,2023-03-24,African Cup of Nations qualification,Eswatini,home,D,0,0,False
Colombia,2023-03-24,Friendly,South Korea,away,D,2,2,True
Comoros,2023-03-24,African Cup of Nations qualification,Ivory Coast,away,L,1,3,False
Czechia,2023-03-24,UEFA Euro qualification,Poland,home,W,3,1,False
DR Congo,2023-03-24,African Cup of Nations qualification,Mauritania,neutral,W,3,1,False
Ecuador,2023-03-24,Friendly,Australia,away,L,1,3,True
Egypt,2023-03-24,African Cup of Nations qualification,Malawi,home,W,2,0,False
Eswatini,2023-03-24,African Cup of Nations qualification,Cape Verde,away,D,0,0,False
France,2023-03-24,UEFA Euro qualification,Netherlands,home,W,4,0,False
Grenada,2023-03-24,CONCACAF Nations League,United States,home,L,1,7,False
Ivory Coast,2023-03-24,African Cup of Nations qualification,Comoros,home,W,3,1,False
Japan,2023-03-24,Friendly,Uruguay,home,D,1,1,True
Liberia,2023-03-24,African Cup of Nations qualification,South Africa,away,D,2,2,False
Libya,2023-03-24,African Cup of Nations qualification,Tunisia,away,L,0,3,False
Malawi,2023-03-24,African Cup of Nations qualification,Egypt,away,L,0,2,False
Mauritania,2023-03-24,African Cup of Nations qualification,DR Congo,neutral,L,1,3,False
Mozambique,2023-03-24,African Cup of Nations qualification,Senegal,away,L,1,5,False
Netherlands,2023-03-24,UEFA Euro qualification,France,away,L,0,4,False
Poland,2023-03-24,UEFA Euro qualification,Czechia,away,L,1,3,False
Saudi Arabia,2023-03-24,Friendly,Venezuela,home,L,1,2,True
Senegal,2023-03-24,African Cup of Nations qualification,Mozambique,home,W,5,1,False
South Africa,2023-03-24,African Cup of Nations qualification,Liberia,home,D,2,2,False
South Korea,2023-03-24,Friendly,Colombia,home,D,2,2,True
Sweden,2023-03-24,UEFA Euro qualification,Belgium,home,L,0,3,False
Tunisia,2023-03-24,African Cup of Nations qualification,Libya,home,W,3,0,False
United States,2023-03-24,CONCACAF Nations League,Grenada,away,W,7,1,False
Uruguay,2023-03-24,Friendly,Japan,away,D,1,1,True
Uzbekistan,2023-03-24,Friendly,Bolivia,neutral,W,1,0,True
Venezuela,2023-03-24,Friendly,Saudi Arabia,away,W,2,1,True
Armenia,2023-03-25,UEFA Euro qualification,Turkey,home,L,1,2,False
Belarus,2023-03-25,UEFA Euro qualification,Switzerland,neutral,L,0,5,False
Brazil,2023-03-25,Friendly,Morocco,away,L,1,2,True
Canada,2023-03-25,CONCACAF Nations League,Curacao,away,W,2,0,False
Croatia,2023-03-25,UEFA Euro qualification,Wales,home,D,1,1,False
Curacao,2023-03-25,CONCACAF Nations League,Canada,home,L,0,2,False
Cyprus,2023-03-25,UEFA Euro qualification,Scotland,away,L,0,3,False
Germany,2023-03-25,Friendly,Peru,home,W,2,0,True
Haiti,2023-03-25,CONCACAF Nations League,Montserrat,away,W,4,0,False
Montserrat,2023-03-25,CONCACAF Nations League,Haiti,home,L,0,4,False
Morocco,2023-03-25,Friendly,Brazil,home,W,2,1,True
Norway,2023-03-25,UEFA Euro qualification,Spain,away,L,0,3,False
Peru,2023-03-25,Friendly,Germany,away,L,0,2,True
Scotland,2023-03-25,UEFA Euro qualification,Cyprus,home,W,3,0,False
Spain,2023-03-25,UEFA Euro qualification,Norway,home,W,3,0,False
Switzerland,2023-03-25,UEFA Euro qualification,Belarus,neutral,W,5,0,False
