team,date,competition,opponent,venue,result,gf,ga,is_friendly
Rwanda,2023-09-09,African Cup of Nations qualification,Senegal,home,D,1,1,False
Senegal,2023-09-09,African Cup of Nations qualification,Rwanda,away,D,1,1,False
Sudan,2023-09-09,African Cup of Nations qualification,DR Congo,away,L,0,2,False
Sweden,2023-09-09,UEFA Euro qualification,Estonia,away,W,5,0,False
Switzerland,2023-09-09,UEFA Euro qualification,Kosovo,away,D,2,2,False
Ukraine,2023-09-09,UEFA Euro qualification,England,neutral,D,1,1,False
Cape Verde,2023-09-10,African Cup of Nations qualification,Togo,away,L,2,3,False
Curacao,2023-09-10,CONCACAF Nations League,Martinique,away,L,0,1,False
Guatemala,2023-09-10,CONCACAF Nations League,Panama,home,D,1,1,False
Iraq,2023-09-10,King's Cup,Thailand,away,D,2,2,False
Ireland,2023-09-10,UEFA Euro qualification,Netherlands,home,L,1,2,False
Martinique,2023-09-10,CONCACAF Nations League,Curacao,home,W,1,0,False
Netherlands,2023-09-10,UEFA Euro qualification,Ireland,away,W,2,1,False
Panama,2023-09-10,CONCACAF Nations League,Guatemala,away,D,1,1,False
Thailand,2023-09-10,King's Cup,Iraq,home,D,2,2,False
Togo,2023-09-10,African Cup of Nations qualification,Cape Verde,home,W,3,2,False
Armenia,2023-09-11,UEFA Euro qualification,Croatia,home,L,0,1,False
Bosnia and Herzegovina,2023-09-11,UEFA Euro qualification,Iceland,away,L,0,1,False
Croatia,2023-09-11,UEFA Euro qualification,Armenia,away,W,1,0,False
Iceland,2023-09-11,UEFA Euro qualification,Bosnia and Herzegovina,home,W,1,0,False
Luxembourg,2023-09-11,UEFA Euro qualification,Portugal,away,L,0,9,False
Portugal,2023-09-11,UEFA Euro qualification,Luxembourg,home,W,9,0,False
Andorra,2023-09-12,UEFA Euro qualification,Switzerland,away,L,0,3,False
Argentina,2023-09-12,FIFA World Cup qualification,Bolivia,away,W,3,0,False
Austria,2023-09-12,UEFA Euro qualification,Sweden,away,W,3,1,False
Belgium,2023-09-12,UEFA Euro qualification,Estonia,home,W,5,0,False
Bolivia,2023-09-12,FIFA World Cup qualification,Argentina,home,L,0,3,False
Brazil,2023-09-12,FIFA World Cup qualification,Peru,away,W,1,0,False
Chile,2023-09-12,FIFA World Cup qualification,Colombia,home,D,0,0,False
Colombia,2023-09-12,FIFA World Cup qualification,Chile,away,D,0,0,False
Cyprus,2023-09-12,UEFA Euro qualification,Spain,away,L,0,6,False
Ecuador,2023-09-12,FIFA World Cup qualification,Uruguay,home,W,2,1,False
Estonia,2023-09-12,UEFA Euro qualification,Belgium,away,L,0,5,False
Georgia,2023-09-12,UEFA Euro qualification,Norway,away,L,1,2,False
Haiti,2023-09-12,CONCACAF Nations League,Jamaica,away,D,2,2,False
Jamaica,2023-09-12,CONCACAF Nations League,Haiti,home,D,2,2,False
Norway,2023-09-12,UEFA Euro qualification,Georgia,home,W,2,1,False
Paraguay,2023-09-12,FIFA World Cup qualification,Venezuela,away,L,0,1,False
Peru,2023-09-12,FIFA World Cup qualification,Brazil,home,L,0,1,False
Spain,2023-09-12,UEFA Euro qualification,Cyprus,home,W,6,0,False
Sweden,2023-09-12,UEFA Euro qualification,Austria,home,L,1,3,False
Switzerland,2023-09-12,UEFA Euro qualification,Andorra,home,W,3,0,False
Uruguay,2023-09-12,FIFA World Cup qualification,Ecuador,away,L,1,2,False
Venezuela,2023-09-12,FIFA World Cup qualification,Paraguay,home,W,1,0,False
Albania,2023-10-12,UEFA Euro qualification,Czechia,home,W,3,0,False
Argentina,2023-10-12,FIFA World Cup qualification,Paraguay,home,W,1,0,False
Bolivia,2023-10-12,FIFA World Cup qualification,Ecuador,home,L,1,2,False
Brazil,2023-10-12,FIFA World Cup qualification,Venezuela,home,D,1,1,False
Colombia,2023-10-12,FIFA World Cup qualification,Uruguay,home,D,2,2,False
Croatia,2023-10-12,UEFA Euro qualification,Turkey,home,L,0,1,False
Cyprus,2023-10-12,UEFA Euro qualification,Norway,home,L,0,4,False
Czechia,2023-10-12,UEFA Euro qualification,Albania,away,L,0,3,False
Ecuador,2023-10-12,FIFA World Cup qualification,Bolivia,away,W,2,1,False
Haiti,2023-10-12,CONCACAF Nations League,Suriname,away,D,1,1,False
Norway,2023-10-12,UEFA Euro qualification,Cyprus,away,W,4,0,False
Paraguay,2023-10-12,FIFA World Cup qualification,Argentina,away,L,0,1,False
Scotland,2023-10-12,UEFA Euro qualification,Spain,away,L,0,2,False
Spain,2023-10-12,UEFA Euro qualification,Scotland,home,W,2,0,False
Suriname,2023-10-12,CONCACAF Nations League,Haiti,home,D,1,1,False
Turkey,2023-10-12,UEFA Euro qualification,Croatia,away,W,1,0,False
Uruguay,2023-10-12,FIFA World Cup qualification,Colombia,away,D,2,2,False
Venezuela,2023-10-12,FIFA World Cup qualification,Brazil,away,D,1,1,False
Austria,2023-10-13,UEFA Euro qualification,Belgium,home,L,2,3,False
Belgium,2023-10-13,UEFA Euro qualification,Austria,away,W,3,2,False
Bosnia and Herzegovina,2023-10-13,UEFA Euro qualification,Liechtenstein,away,W,2,0,False
Curacao,2023-10-13,CONCACAF Nations League,Panama,home,L,1,2,False
France,2023-10-13,UEFA Euro qualification,Netherlands,away,W,2,1,False
Liechtenstein,2023-10-13,UEFA Euro qualification,Bosnia and Herzegovina,home,L,0,2,False
Netherlands,2023-10-13,UEFA Euro qualification,France,home,L,1,2,False
Panama,2023-10-13,CONCACAF Nations League,Curacao,away,W,2,1,False
Portugal,2023-10-13,UEFA Euro qualification,Slovakia,home,W,3,2,False
Slovakia,2023-10-13,UEFA Euro qualification,Portugal,away,L,2,3,False
Belarus,2023-10-15,UEFA Euro qualification,Switzerland,away,D,3,3,False
Croatia,2023-10-15,UEFA Euro qualification,Wales,away,L,1,2,False
Czechia,2023-10-15,UEFA Euro qualification,Faroe Islands,home,W,1,0,False
Faroe Islands,2023-10-15,UEFA Euro qualification,Czechia,away,L,0,1,False
Haiti,2023-10-15,CONCACAF Nations League,Jamaica,neutral,L,2,3,False
Jamaica,2023-10-15,CONCACAF Nations League,Haiti,neutral,W,3,2,False
Latvia,2023-10-15,UEFA Euro qualification,Turkey,away,L,0,4,False
Norway,2023-10-15,UEFA Euro qualification,Spain,home,L,0,1,False
Spain,2023-10-15,UEFA Euro qualification,Norway,away,W,1,0,False
Switzerland,2023-10-15,UEFA Euro qualification,Belarus,home,D,3,3,False
Turkey,2023-10-15,UEFA Euro qualification,Latvia,home,W,4,0,False
Wales,2023-10-15,UEFA Euro qualification,Croatia,home,W,2,1,False
Austria,2023-10-16,UEFA Euro qualification,Azerbaijan,away,W,1,0,False
Azerbaijan,2023-10-16,UEFA Euro qualification,Austria,home,L,0,1,False
Belgium,2023-10-16,UEFA Euro qualification,Sweden,home,D,1,1,False
Bosnia and Herzegovina,2023-10-16,UEFA Euro qualification,Portugal,home,L,0,5,False
Greece,2023-10-16,UEFA Euro qualification,Netherlands,home,L,0,1,False
Netherlands,2023-10-16,UEFA Euro qualification,Greece,away,W,1,0,False
Portugal,2023-10-16,UEFA Euro qualification,Bosnia and Herzegovina,away,W,5,0,False
Sweden,2023-10-16,UEFA Euro qualification,Belgium,away,D,1,1,False
Argentina,2023-10-17,FIFA World Cup qualification,Peru,away,W,2,0,False
Australia,2023-10-17,Soccer Ashes,New Zealand,neutral,W,2,0,False
Bolivia,2023-10-17,FIFA World Cup qualification,Paraguay,away,L,0,1,False
Brazil,2023-10-17,FIFA World Cup qualification,Uruguay,away,L,0,2,False
Colombia,2023-10-17,FIFA World Cup qualification,Ecuador,away,D,0,0,False
Curacao,2023-10-17,CONCACAF Nations League,Trinidad and Tobago,home,W,5,3,False
Ecuador,2023-10-17,FIFA World Cup qualification,Colombia,home,D,0,0,False
England,2023-10-17,UEFA Euro qualification,Italy,home,W,3,1,False
Guatemala,2023-10-17,CONCACAF Nations League,Panama,away,L,0,3,False
Italy,2023-10-17,UEFA Euro qualification,England,away,L,1,3,False
Liberia,2023-10-17,African Cup of Nations qualification,Morocco,away,L,0,3,False
Morocco,2023-10-17,African Cup of Nations qualification,Liberia,home,W,3,0,False
New Zealand,2023-10-17,Soccer Ashes,Australia,neutral,L,0,2,False
Panama,2023-10-17,CONCACAF Nations League,Guatemala,home,W,3,0,False
Paraguay,2023-10-17,FIFA World Cup qualification,Bolivia,home,W,1,0,False
Peru,2023-10-17,FIFA World Cup qualification,Argentina,home,L,0,2,False
Trinidad and Tobago,2023-10-17,CONCACAF Nations League,Curacao,away,L,3,5,False
Uruguay,2023-10-17,FIFA World Cup qualification,Brazil,home,W,2,0,False
DR Congo,2023-11-15,FIFA World Cup qualification,Mauritania,home,W,2,0,False
Israel,2023-11-15,UEFA Euro qualification,Switzerland,neutral,D,1,1,False
Mauritania,2023-11-15,FIFA World Cup qualification,DR Congo,away,L,0,2,False
Switzerland,2023-11-15,UEFA Euro qualification,Israel,neutral,D,1,1,False
Afghanistan,2023-11-16,FIFA World Cup qualification,Qatar,away,L,1,8,False
Algeria,2023-11-16,FIFA World Cup qualification,Somalia,home,W,3,1,False
Angola,2023-11-16,FIFA World Cup qualification,Cape Verde,away,D,0,0,False
Argentina,2023-11-16,FIFA World Cup qualification,Uruguay,home,L,0,2,False
Australia,2023-11-16,FIFA World Cup qualification,Bangladesh,home,W,7,0,False
Austria,2023-11-16,UEFA Euro qualification,Estonia,away,W,2,0,False
Azerbaijan,2023-11-16,UEFA Euro qualification,Sweden,home,W,3,0,False
Bangladesh,2023-11-16,FIFA World Cup qualification,Australia,away,L,0,7,False
Bosnia and Herzegovina,2023-11-16,UEFA Euro qualification,Luxembourg,away,L,1,4,False
Brazil,2023-11-16,FIFA World Cup qualification,Colombia,away,L,1,2,False
Cape Verde,2023-11-16,FIFA World Cup qualification,Angola,home,D,0,0,False
Chile,2023-11-16,FIFA World Cup qualification,Paraguay,home,D,0,0,False
Colombia,2023-11-16,FIFA World Cup qualification,Brazil,home,W,2,1,False
Costa Rica,2023-11-16,CONCACAF Nations League,Panama,home,L,0,3,False
Cyprus,2023-11-16,UEFA Euro qualification,Spain,home,L,1,3,False
Djibouti,2023-11-16,FIFA World Cup qualification,Egypt,away,L,0,6,False
Ecuador,2023-11-16,FIFA World Cup qualification,Venezuela,away,D,0,0,False
Egypt,2023-11-16,FIFA World Cup qualification,Djibouti,home,W,6,0,False
Estonia,2023-11-16,UEFA Euro qualification,Austria,home,L,0,2,False
Georgia,2023-11-16,UEFA Euro qualification,Scotland,home,D,2,2,False
Hong Kong,2023-11-16,FIFA World Cup qualification,Iran,away,L,0,4,False
Indonesia,2023-11-16,FIFA World Cup qualification,Iraq,away,L,1,5,False
Iran,2023-11-16,FIFA World Cup qualification,Hong Kong,home,W,4,0,False
Iraq,2023-11-16,FIFA World Cup qualification,Indonesia,home,W,5,1,False
Japan,2023-11-16,FIFA World Cup qualification,Myanmar,home,W,5,0,False
Jordan,2023-11-16,FIFA World Cup qualification,Tajikistan,away,D,1,1,False
Liechtenstein,2023-11-16,UEFA Euro qualification,Portugal,home,L,0,2,False
Luxembourg,2023-11-16,UEFA Euro qualification,Bosnia and Herzegovina,home,W,4,1,False
Myanmar,2023-11-16,FIFA World Cup qualification,Japan,away,L,0,5,False
Pakistan,2023-11-16,FIFA World Cup qualification,Saudi Arabia,away,L,0,4,False
Panama,2023-11-16,CONCACAF Nations League,Costa Rica,away,W,3,0,False
Paraguay,2023-11-16,FIFA World Cup qualification,Chile,away,D,0,0,False
Portugal,2023-11-16,UEFA Euro qualification,Liechtenstein,away,W,2,0,False
Qatar,2023-11-16,FIFA World Cup qualification,Afghanistan,home,W,8,1,False
Saudi Arabia,2023-11-16,FIFA World Cup qualification,Pakistan,home,W,4,0,False
Scotland,2023-11-16,UEFA Euro qualification,Georgia,away,D,2,2,False
Singapore,2023-11-16,FIFA World Cup qualification,South Korea,away,L,0,5,False
Somalia,2023-11-16,FIFA World Cup qualification,Algeria,away,L,1,3,False
South Korea,2023-11-16,FIFA World Cup qualification,Singapore,home,W,5,0,False
Spain,2023-11-16,UEFA Euro qualification,Cyprus,away,W,3,1,False
Sweden,2023-11-16,UEFA Euro qualification,Azerbaijan,away,L,0,3,False
Tajikistan,2023-11-16,FIFA World Cup qualification,Jordan,home,D,1,1,False
Trinidad and Tobago,2023-11-16,CONCACAF Nations League,United States,away,L,0,3,False
Turkmenistan,2023-11-16,FIFA World Cup qualification,Uzbekistan,home,L,1,3,False
United States,2023-11-16,CONCACAF Nations League,Trinidad and Tobago,home,W,3,0,False
Uruguay,2023-11-16,FIFA World Cup qualification,Argentina,away,W,2,0,False
Uzbekistan,2023-11-16,FIFA World Cup qualification,Turkmenistan,away,W,3,1,False
Venezuela,2023-11-16,FIFA World Cup qualification,Ecuador,home,D,0,0,False
Czechia,2023-11-17,UEFA Euro qualification,Poland,away,D,1,1,False
England,2023-11-17,UEFA Euro qualification,Malta,home,W,2,0,False
Ghana,2023-11-17,FIFA World Cup qualification,Madagascar,home,W,1,0,False
Honduras,2023-11-17,CONCACAF Nations League,Mexico,home,W,2,0,False
Ivory Coast,2023-11-17,FIFA World Cup qualification,Seychelles,home,W,9,0,False
Madagascar,2023-11-17,FIFA World Cup qualification,Ghana,away,L,0,1,False
Malta,2023-11-17,UEFA Euro qualification,England,away,L,0,2,False
Mexico,2023-11-17,CONCACAF Nations League,Honduras,away,L,0,2,False
Poland,2023-11-17,UEFA Euro qualification,Czechia,home,D,1,1,False
Seychelles,2023-11-17,FIFA World Cup qualification,Ivory Coast,away,L,0,9,False
São Tomé and Príncipe,2023-11-17,FIFA World Cup qualification,Tunisia,away,L,0,4,False
Tunisia,2023-11-17,FIFA World Cup qualification,São Tomé and Príncipe,home,W,4,0,False
Benin,2023-11-18,FIFA World Cup qualification,South Africa,away,L,1,2,False
Canada,2023-11-18,CONCACAF Nations League,Jamaica,away,W,2,1,False
Croatia,2023-11-18,UEFA Euro qualification,Latvia,away,W,2,0,False
France,2023-11-18,UEFA Euro qualification,Gibraltar,home,W,14,0,False
Gibraltar,2023-11-18,UEFA Euro qualification,France,away,L,0,14,False
Ireland,2023-11-18,UEFA Euro qualification,Netherlands,away,L,0,1,False
Jamaica,2023-11-18,CONCACAF Nations League,Canada,home,L,1,2,False
Kosovo,2023-11-18,UEFA Euro qualification,Switzerland,away,D,1,1,False
Latvia,2023-11-18,UEFA Euro qualification,Croatia,home,L,0,2,False
Netherlands,2023-11-18,UEFA Euro qualification,Ireland,home,W,1,0,False
Senegal,2023-11-18,FIFA World Cup qualification,South Sudan,home,W,4,0,False
South Africa,2023-11-18,FIFA World Cup qualification,Benin,home,W,2,1,False
South Sudan,2023-11-18,FIFA World Cup qualification,Senegal,away,L,0,4,False
Switzerland,2023-11-18,UEFA Euro qualification,Kosovo,home,D,1,1,False
Algeria,2023-11-19,FIFA World Cup qualification,Mozambique,away,W,2,0,False
Azerbaijan,2023-11-19,UEFA Euro qualification,Belgium,away,L,0,5,False
Belgium,2023-11-19,UEFA Euro qualification,Azerbaijan,home,W,5,0,False
Bosnia and Herzegovina,2023-11-19,UEFA Euro qualification,Slovakia,home,L,1,2,False
DR Congo,2023-11-19,FIFA World Cup qualification,Sudan,neutral,L,0,1,False
Egypt,2023-11-19,FIFA World Cup qualification,Sierra Leone,neutral,W,2,0,False
Estonia,2023-11-19,UEFA Euro qualification,Sweden,away,L,0,2,False
Georgia,2023-11-19,UEFA Euro qualification,Spain,away,L,1,3,False
Iceland,2023-11-19,UEFA Euro qualification,Portugal,away,L,0,2,False
Mozambique,2023-11-19,FIFA World Cup qualification,Algeria,home,L,0,2,False
Norway,2023-11-19,UEFA Euro qualification,Scotland,away,D,3,3,False
Portugal,2023-11-19,UEFA Euro qualification,Iceland,home,W,2,0,False
Scotland,2023-11-19,UEFA Euro qualification,Norway,home,D,3,3,False
Sierra Leone,2023-11-19,FIFA World Cup qualification,Egypt,neutral,L,0,2,False
Slovakia,2023-11-19,UEFA Euro qualification,Bosnia and Herzegovina,away,W,2,1,False
Spain,2023-11-19,UEFA Euro qualification,Georgia,home,W,3,1,False
Sudan,2023-11-19,FIFA World Cup qualification,DR Congo,neutral,W,1,0,False
Sweden,2023-11-19,UEFA Euro qualification,Estonia,home,W,2,0,False
Costa Rica,2023-11-20,CONCACAF Nations League,Panama,away,L,1,3,False
Czechia,2023-11-20,UEFA Euro qualification,Moldova,home,W,3,0,False
England,2023-11-20,UEFA Euro qualification,North Macedonia,away,D,1,1,False
Gambia,2023-11-20,FIFA World Cup qualification,Ivory Coast,neutral,L,0,2,False
Ivory Coast,2023-11-20,FIFA World Cup qualification,Gambia,neutral,W,2,0,False
Moldova,2023-11-20,UEFA Euro qualification,Czechia,away,L,0,3,False
North Macedonia,2023-11-20,UEFA Euro qualification,England,home,D,1,1,False
Panama,2023-11-20,CONCACAF Nations League,Costa Rica,home,W,3,1,False
Trinidad and Tobago,2023-11-20,CONCACAF Nations League,United States,home,W,2,1,False
United States,2023-11-20,CONCACAF Nations League,Trinidad and Tobago,away,L,1,2,False
Argentina,2023-11-21,FIFA World Cup qualification,Brazil,away,W,1,0,False
Armenia,2023-11-21,UEFA Euro qualification,Croatia,away,L,0,1,False
